ico_name,ticker,platform,token,country,hardcap,softcap,raised,ih_hardcap,ih_softcap,ih_raised,bounty_status,facebook_status,twitter_status,bitcointalk_status,telegram_status,social_rating,profile_rating,team_rating_ib,team_rating_im,product_rating,vision_rating,icobench_rating,icomarks_rating,icobazaar_rating,aggregate_rating,date_ended
Agricoin ICO,AGC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cap
24 600 000.00 AGC",N/A,-,1,1,-,1,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-11-20
TewTew,TEWTEW,Ethereum,ERC20,N/A,N/A,N/A,Unknown,N/A,"
20 000 000.00 TEWTEW",N/A,-,-,-,-,-,1,Benchy,1.0,1,1.0,1.0,1.2,2.3,1.5,1.2,2017-10-31
Flowfeed ICO,FFT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.6,1.9,-,N/A,2017-12-13
FACECOIN,,N/A,N/A,N/A,N/A,N/A,N/A,200000,200000,16,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-09-15
Neurobot ICO,NEB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.5,4.4,1.4,N/A,2017-12-31
SoccerChain,,NEO,NEO,Malta,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,1,7,N/A,N/A,4,N/A,N/A,N/A,N/A,-,N/A,2017-08-09
Wounded Warrior Coin,WWC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cap
480 000 000.00 WWC",N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-31
Beertoken,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-09-30
Centra,CTR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,5,1,1,-,-,N/A,Benchy,1.0,N/A,1.0,1.2,-,-,-,1.3,2017-10-05
Everum,EST,N/A,N/A,N/A,N/A,N/A,N/A,N/A,340000000,N/A,2,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-30
Dr. Oss Coin,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000000000,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.2,1.6,-,N/A,2017-12-12
ZipCoin ICO,ZIP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cap
7 000 000.00 ZIP",N/A,-,2,2,-,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-30
AUcoin,AUC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-30
Key’ Token,KEY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-25
ICOMG,ICOMG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
9 000 000.00 ICOMG",N/A,1,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-06
NoTraffic,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-31
Globus,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-15
Synthorn,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-09-30
0x2x Exchange Protocol,,N/A,N/A,N/A,N/A,N/A,N/A,2000000,500000,25,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-29
HealPoint.io,,N/A,N/A,USA,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,2,N/A,N/A,10,N/A,N/A,2.7,4.6,2.8,N/A,2017-10-09
AriseBank,ACO,Separate blockchain,"
833,333,333 ACO",USA,1000000000,750000000,Unknown,N/A,N/A,N/A,-,3,3,-,-,10,Benchy,N/A,9,N/A,N/A,2.7,8.1,-,2.7,2017-12-26
Borg DAO,BRG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.4,N/A,2017-11-28
Coinoor,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-15
World of Battles,WOB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-14
EVO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,4.6,N/A,-,N/A,2017-10-13
F*CK TRUMP ICO,FTRUMP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-09-08
WWAM,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,5,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-09-12
CryptoMart ICO,CMC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-09-25
LENDCONNECT,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-12
ConnectWealth ICO,WEALTH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-09-13
GAMECASH,GCSH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-09-23
VT-City ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-09-15
InTimeGame ICO,ITG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-09-16
Piranha ICO,PRNA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-01
Cooperix ICO,COO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-30
Moneypot X (MPX) ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-03
Genevieve Gx,GX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.4,N/A,-,N/A,2017-09-25
Global Money Transfer,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-15
Tokens.Property,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-30
DIMND,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-10
Flipz,FLZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,1,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-08
Beth,,Ethereum,ERC20,Portugal,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,6,N/A,N/A,10,N/A,N/A,N/A,N/A,-,N/A,"Jun, 2017"
Luxcoin,LUX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-21
DONE,DONE,Ethereum,ERC20,USA,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,8,N/A,N/A,10,N/A,N/A,N/A,N/A,-,N/A,2017-12-31
Schmeckle Token,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-09-22
Feenix,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-09
Livebetcoin ICO release LVBC,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-19
TRON,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-09-10
EthLend,LEND,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3760000,15,3,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-27
Stox,STX,N/A,N/A,N/A,N/A,N/A,N/A,14800000,14800000,7,5,5,5,-,3,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-08-04
Enjin Crowdsale,ENJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8200000,90,4,1,1,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-31
Naga Group,NGC,N/A,N/A,N/A,N/A,N/A,N/A,22000000000,22000000000,22,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-15
TrustedCars Flex,FLEX,N/A,N/A,N/A,"42,000,000","1,600,000",Unknown,250000000,250000000,200,4,2,2,-,2,N/A,Benchy,4.7,N/A,4.3,4.5,-,-,-,4.4,2017-10-31
Sirin Labs,SRN,N/A,N/A,N/A,75000000,25000000,157885825,N/A,2500000000,631,3,5,5,-,4,N/A,Benchy,4.2,N/A,3.3,3.9,-,-,-,3.6,2017-12-25
DMarket,DMT,N/A,N/A,N/A,N/A,N/A,N/A,5000000,500000,12,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-11-28
Bloom,BLT,N/A,N/A,N/A,50000000,N/A,40000000,N/A,5000000000,87,-,1,1,-,3,N/A,Benchy,3.4,N/A,3.2,3.9,-,-,-,3.2,2017-12-14
ICON,ICX,N/A,N/A,N/A,150000,N/A,45000000,N/A,N/A,100,2,5,5,-,-,N/A,Benchy,3.4,N/A,3.9,4.1,-,-,-,3.8,2017-10-12
Universa,UTN,N/A,N/A,N/A,99000000,N/A,28800000,2880006000,9900000000,29,5,4,4,-,4,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.8,2017-11-30
Snip ICO,TM-SNP,N/A,N/A,N/A,N/A,N/A,N/A,3000000,2836800,10,3,-,-,-,1,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-28
Snip ICO,TM-SNP,N/A,N/A,N/A,N/A,N/A,N/A,3000000,2836800,10,3,-,-,-,1,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-28
Crypto20,C20,N/A,N/A,N/A,N/A,N/A,N/A,8620689600,7500000000,50,-,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-11-30
Cryptopay,CPAY,Ethereum,ERC20,Estonia,150000,"1,000,000 ",18000000,N/A,N/A,100,5,4,4,-,-,8,Benchy,4.7,10,3.8,3.8,-,-,-,3.7,2017-10-30
Cryptopay,CPAY,Ethereum,ERC20,Estonia,150000,"1,000,000 ",18000000,N/A,N/A,100,5,4,4,-,-,8,Benchy,4.7,10,3.8,3.8,-,-,-,3.7,2017-10-30
Finom,FIN,Ethereum,ERC20,Switzerland,101970000,N/A,41346171,N/A,N/A,100,-,3,3,-,-,9,Benchy,4.0,7.3,3.8,4.0,3.1,8.1,3.9,3.1,2017-12-30
Finom,FIN,Ethereum,ERC20,Switzerland,101970000,N/A,41346171,N/A,N/A,100,-,3,3,-,-,9,Benchy,4.0,7.3,3.8,4.0,3.1,8.1,3.9,3.1,2017-12-30
Seratio Platform ICO,SER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500000000,1,5,3,3,-,1,N/A,N/A,N/A,N/A,N/A,N/A,3.3,6.7,3.8,N/A,2017-10-31
Sola ICO,SOL,N/A,N/A,N/A,N/A,N/A,N/A,500000000,75000000,44,2,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.7,8.0,4.4,N/A,2017-12-22
Propy,PRO,N/A,N/A,N/A,100000000,N/A,15077000107200000000,N/A,3500000000,43,-,5,5,-,3,N/A,Benchy,5.0,N/A,4.0,5.0,-,-,-,3.5,2017-09-15
Propy,PRO,N/A,N/A,N/A,100000000,N/A,15077000107200000000,N/A,3500000000,43,-,5,5,-,3,N/A,Benchy,5.0,N/A,4.0,5.0,-,-,-,3.5,2017-09-15
Propy,PRO,N/A,N/A,N/A,100000000,N/A,15077000107200000000,N/A,3500000000,43,-,5,5,-,3,N/A,Benchy,5.0,N/A,4.0,5.0,-,-,-,3.5,2017-09-15
Cindicator Token Sale,CND,N/A,N/A,N/A,N/A,N/A,N/A,1500000000,1500000000,100,3,1,1,-,3,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-12
BANCOR Network,BNT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25000000,20,5,2,2,-,5,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-06-12
WAX,WAX,Ethereum,ERC20,N/A,N/A,N/A,N/A,7000000,2000000,37,-,1,1,-,-,10,Benchy,N/A,5,N/A,N/A,3.3,N/A,3.8,2.8,2017-11-29
Tigereum Token Swap,TIG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,5,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-18
True Flip (TFL),TFL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,737090000,79,5,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-07-25
GUTS Tickets,GET,N/A,N/A,N/A,"15,000,000 ","2,300,000 ",75000001093500000000,5700000,5700000,4,5,-,-,-,3,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,3.3,2017-12-15
Humaniq,HMQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,5,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-04-27
NAU,NAU,Ethereum,ERC20,Russia,20000000,5000000,116841368500000014375600000042083000000,900000000,500000000,4,-,2,2,-,2,9,Benchy,5.0,9,5.0,5.0,3.5,8.2,3.1,3.5,2017-12-29
HACKEN,HKN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1600000000,31,5,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-11-30
NAU,NAU,Ethereum,ERC20,Russia,20000000,5000000,116841368500000014375600000042083000000,900000000,500000000,4,-,2,2,-,2,9,Benchy,5.0,9,5.0,5.0,3.5,8.2,3.1,3.5,2017-12-29
HACKEN,HKN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1600000000,31,5,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-11-30
PARAGON,PRG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-15
PARAGON,PRG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-15
Ambrosus,AMB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,2,2,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-12
TokenBox,TBX,N/A,N/A,N/A,20000000,N/A,8000000,2000000000,300000000,36,5,2,2,-,2,N/A,Benchy,3.2,N/A,3.2,3.7,-,-,-,3.6,2017-11-28
Aeron,ARN,N/A,N/A,N/A,N/A,N/A,N/A,3000000000,3000000000,16,5,5,5,-,5,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-15
Aeron,ARN,N/A,N/A,N/A,N/A,N/A,N/A,3000000000,3000000000,16,5,5,5,-,5,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-15
Snovio,SNOV,N/A,N/A,N/A,15000000,N/A,2100000,1000000000,500000000,42,5,-,-,-,2,N/A,Benchy,3.7,N/A,3.1,3.4,-,-,-,3.2,2017-11-30
Investfeed,IFT,N/A,N/A,N/A,N/A,N/A,N/A,2800000,150000,88,5,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-08-07
Confideal,CDL,Ethereum,ERC20,Russia,70000,N/A,Unknown,7000000,7000000,0,5,2,2,-,-,10,Benchy,3.9,9,3.6,3.4,3.4,8.8,4.3,3.4,2017-11-22
Algory Project,ALG,N/A,N/A,N/A,60000,N/A,997703,N/A,N/A,N/A,4,2,2,-,1,N/A,Benchy,3.7,N/A,3.3,3.9,-,-,-,3.4,2017-12-08
Tokenlab,LAB,N/A,N/A,N/A,5000000,3500000,Unknown,N/A,500000,29,5,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,3.7,8.6,4.2,2.7,2017-10-14
Minerva Token Sale,,N/A,N/A,N/A,N/A,N/A,N/A,3500000000,3500000000,N/A,5,-,-,-,2,N/A,N/A,N/A,N/A,N/A,N/A,3.9,8.7,4.0,N/A,2017-11-19
Flixxo,FLIXX,N/A,N/A,N/A,35000,5000,5000000,N/A,2090000000,23,5,4,4,-,2,N/A,Benchy,4.0,N/A,4.0,5.0,-,-,-,3.0,2017-11-23
Minerva Token Sale,,N/A,N/A,N/A,N/A,N/A,N/A,3500000000,3500000000,N/A,5,-,-,-,2,N/A,N/A,N/A,N/A,N/A,N/A,3.9,8.7,4.0,N/A,2017-11-19
Flixxo,FLIXX,N/A,N/A,N/A,35000,5000,5000000,N/A,2090000000,23,5,4,4,-,2,N/A,Benchy,4.0,N/A,4.0,5.0,-,-,-,3.0,2017-11-23
Hive Project,,N/A,N/A,N/A,N/A,N/A,N/A,16800000,3360000,8,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-08-14
Giga Watt,WTT,N/A,"Total supply:
17,300,000 WTT",USA,N/A,N/A,N/A,13513800,13513800,5,-,-,-,-,2,8,N/A,N/A,1,N/A,N/A,-,-,-,N/A,2017-07-31
bitJob,STU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3500000,2,5,4,4,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-13
ICOS,,Ethereum,ERC20,Russia,N/A,N/A,14600000393300000000,N/A,N/A,100,-,-,-,-,-,8,Benchy,4.4,10,3.9,4.5,3.5,7.4,4.2,3.5,2017-09-15
AirToken,AIR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2100000000,71,5,4,4,-,1,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-19
United Traders,UTT,N/A,N/A,N/A,"65,000,000",N/A,32000000,N/A,6500000000,50,5,-,-,-,-,N/A,Benchy,3.6,N/A,3.3,3.5,-,-,-,3.3,2017-12-24
Neufund ICBM,NEU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,175068400,0,1,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-17
OmiseGO,OMG,N/A,N/A,N/A,25000000,8000000,25000000,N/A,5500000,15,4,2,2,-,-,N/A,Benchy,3.6,N/A,5.0,5.0,-,-,-,3.8,2017-07-03
Filecoin,FIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-09-07
COSS,COSS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,5,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-09-06
CommerceBlock,CBT,Binance Chain,BEP-20,N/A,N/A,N/A,N/A,2500000000,200000000,35,-,3,3,-,-,1,N/A,N/A,1,N/A,N/A,-,-,-,N/A,2017-12-19
Bitclave,CAT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,2,4,4,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-08
Bitclave,CAT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,2,4,4,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-08
CRYPTO TICKETS,TKT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,3,3,-,1,N/A,N/A,N/A,N/A,N/A,N/A,3.5,8.1,4.1,N/A,2017-11-05
Ties Network,TIE,N/A,N/A,N/A,N/A,N/A,N/A,4200000000,3360000000,27,5,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-12
Tierion,TNT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2500000000,488,-,5,5,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-08-10
Tetarise,TTR,N/A,N/A,N/A,10000000,N/A,N/A,10000000000,50000000,N/A,5,1,1,-,-,1,Benchy,N/A,10,N/A,N/A,2.9,5.0,3.4,2.9,2017-12-05
Tierion,TNT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2500000000,488,-,5,5,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-08-10
Tetarise,TTR,N/A,N/A,N/A,10000000,N/A,N/A,10000000000,50000000,N/A,5,1,1,-,-,1,Benchy,N/A,10,N/A,N/A,2.9,5.0,3.4,2.9,2017-12-05
STARBASE,STAR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,200000000,437,-,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-11-24
QUOINE’s QASH,QASH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5000000,68,3,1,1,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-05
1World Online,1WO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,2,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-11-16
QUOINE’s QASH,QASH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5000000,69,3,1,1,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-05
Esports.com,ERT,N/A,N/A,N/A,N/A,N/A,N/A,200000000,"
2 000 000.00 EURO",26,5,4,4,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-01
Hedge Token,HDG,Ethereum,"
30,000,000 HDG (60%)",Slovenia,15000000,1500000,2100000,5000000,500000,14,5,3,3,-,-,8,Benchy,4.2,8,4.0,4.5,-,-,-,3.9,2017-10-15
TenX,PAY,N/A,N/A,N/A,N/A,N/A,N/A,20000000,20000000,13,-,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-06-24
Eloplay,ELT,N/A,N/A,N/A,N/A,N/A,N/A,1200000000,300000000,11,1,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.0,7.6,3.4,N/A,2017-11-15
HelloGold,HGT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-02
SENSE,SENSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,4,4,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-11-06
Horizon State,HST,N/A,N/A,N/A,200000,N/A,1000000,20000000,7000000,0,2,4,4,-,2,N/A,Benchy,4.0,N/A,4.5,4.0,-,-,-,3.5,2017-10-15
Lordmancer II,LC,N/A,N/A,N/A,1875000,N/A,1204448181752000000,N/A,N/A,100,5,2,2,-,-,N/A,Benchy,3.8,N/A,3.6,3.7,3.4,7.1,4.1,3.4,2017-12-19
ProsenseLive,VRP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3000000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.4,7.9,3.6,N/A,2017-12-16
BitDegree,BDG,N/A,N/A,N/A,30000,16000,22500000,7650000,1912500,37,4,3,3,-,-,N/A,Benchy,3.6,N/A,3.4,4.2,-,-,-,3.8,2017-12-14
ProsenseLive,VRP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3000000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.4,7.9,3.6,N/A,2017-12-16
BitDegree,BDG,N/A,N/A,N/A,30000,16000,22500000,7650000,1912500,37,4,3,3,-,-,N/A,Benchy,3.6,N/A,3.4,4.2,-,-,-,3.8,2017-12-14
FUELD App,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,1,N/A,N/A,N/A,N/A,N/A,N/A,3.1,5.5,3.8,N/A,2017-12-23
Realisto,REA,Ethereum,N/A,Germany,N/A,1500000,1531146,N/A,N/A,100,5,-,-,-,-,5,Benchy,3.6,9,4.5,3.5,-,-,-,3.3,2017-12-25
CRYCASH ICO,CRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,2,2,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-12
TaaS,TAAS,N/A,N/A,N/A,N/A,N/A,N/A,8260000,"
1 000.00 ",16,3,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-04-28
EventChain,EVC,N/A,N/A,N/A,N/A,N/A,Unknown,5000000,2000000,1,4,5,5,-,3,N/A,Benchy,2.8,N/A,2.8,4.0,-,-,-,3.2,2017-10-14
TaaS,TAAS,N/A,N/A,N/A,N/A,N/A,N/A,8260000,"
1 000.00 ",16,3,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-04-28
Aventus,AVT,N/A,N/A,N/A,N/A,N/A,N/A,6000000,2400000,27,5,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-09-12
