ico_name,ticker,platform,token,country,hardcap,softcap,raised,bounty_status,activy_status,twitter_status,bitcointalk_status,telegram_status,social_rating,profile_rating,team_rating_ib,team_rating_im,product_rating,vision_rating,icobench_rating,icomarks_rating,icobazaar_rating,aggregate_rating
UMKA,UMK,EOS,ERC20,Seychelles,N/A,N/A,N/A,1000000000,100000000,48%,-,MEDIUM,MEDIUM,-,VERY LOW,8,N/A,N/A,9,N/A,N/A,2.8,8.6,-,N/A
SBT ICO,SBT,N/A,N/A,N/A,N/A,N/A,N/A,400000000,150000000,N/A,-,MEDIUM,MEDIUM,VERY LOW,LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.2,9.1,-,N/A
Rentberry,BERRY,N/A,N/A,N/A,30000000 USD,3000000 USD,15000000 USD,N/A,3000000000,91%,-,VERY HIGH,VERY HIGH,-,-,N/A,Benchy,4.5,N/A,3.7,3.8,-,-,-,4.0
4NEW ICO,FRNC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,HIGH,HIGH,HIGH,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
CoinPoker (PreICO),CHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,-,HIGH,HIGH,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Sether Pre-ICO,SETH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2200000,8%,MEDIUM,HIGH,HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Game Protocol,GPT,N/A,N/A,N/A,30000000 USD,3000000 USD,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,-,N/A,Benchy,4.6,N/A,4.4,3.7,3.8,8.1,3.4,3.8
OTPPAY,OTP,Ethereum,ERC20,N/A,71250 ETH,1250 ETH,1344700 USD,N/A,375000,13%,VERY HIGH,MEDIUM,MEDIUM,-,-,7,Benchy,4.5,10,4.0,4.3,4.2,7.4,3.9,4.2
LancerNetwork,LNW,N/A,N/A,N/A,N/A,N/A,N/A,800000000,80000000,73%,HIGH,HIGH,HIGH,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.4,9.1,-,N/A
UMKA,UMK,EOS,ERC20,Seychelles,N/A,N/A,N/A,1000000000,100000000,48%,-,MEDIUM,MEDIUM,-,VERY LOW,8,N/A,N/A,9,N/A,N/A,2.8,8.6,-,N/A
unitalent,TAT,Ethereum,ERC20,Switzerland,100,000,000,25,000,000,Unknown,N/A,2000000000,N/A,-,-,-,-,-,3,Benchy,4.1,10,3.5,4.0,3.7,6.9,-,3.7
Cyber Capital Invest (CCI),CCI,N/A,N/A,N/A,N/A,N/A,N/A,3500000000,300000000,N/A,VERY LOW,VERY LOW,VERY LOW,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.4,8.7,-,N/A
SBT ICO,SBT,N/A,N/A,N/A,N/A,N/A,N/A,400000000,150000000,N/A,-,MEDIUM,MEDIUM,VERY LOW,LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.2,9.1,-,N/A
SELFLLERY,SLY,Ethereum,ERC20,Singapore,55000 ETH,10000 ETH,N/A,N/A,5500000,3%,VERY HIGH,-,-,-,VERY LOW,10,Benchy,4.3,10,4.1,4.1,4.1,9.3,4.0,4.1
QuickX Protocol,QCX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000000000,N/A,HIGH,MEDIUM,MEDIUM,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Jibrel Network,JNT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3300000000,363%,HIGH,HIGH,HIGH,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
SELFLLERY,SLY,Ethereum,ERC20,Singapore,55000 ETH,10000 ETH,N/A,N/A,5500000,3%,VERY HIGH,-,-,-,VERY LOW,10,Benchy,4.3,10,4.1,4.1,4.1,9.3,4.0,4.1
ALAX ICO,ALX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3000000,4%,-,MEDIUM,MEDIUM,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Coinquiztador,CQR,Ethereum,ERC20,Bulgaria,5500000 USD,1500000 USD,1934219 USD,550000000,1500000000,63%,-,VERY LOW,VERY LOW,-,-,2,Benchy,2.0,10,3.0,3.0,2.9,5.8,-,2.9
ABLE,ABLE,N/A,N/A,N/A,25000 ETH,10000 ETH,480260 USD,660000000,500000000,116%,HIGH,VERY HIGH,VERY HIGH,-,-,N/A,Benchy,2.0,N/A,2.0,2.0,-,-,-,3.0
Kimera,KIMERA,Ethereum,ERC20,USA,250000 ETH,25000 ETH,N/A,N/A,112500000,135%,LOW,-,-,-,VERY LOW,8,Benchy,3.6,10,3.6,4.0,3.8,8.3,-,3.8
QuickX Protocol,QCX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000000000,N/A,HIGH,MEDIUM,MEDIUM,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
BITDRIVE,,Ethereum,ERC20,Belize,20,000,000,3000000 USD,N/A,N/A,N/A,N/A,VERY LOW,-,-,-,-,7,Benchy,N/A,10,N/A,N/A,3.2,7.7,-,3.2
Shopiblock,SHB,Ethereum,ERC20,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,LOW,VERY HIGH,VERY HIGH,-,-,10,Benchy,N/A,10,N/A,N/A,3.2,8.6,-,3.2
HEROIC.com,HRC,N/A,N/A,N/A,15000000 USD,2500000 USD,Unknown,N/A,N/A,N/A,-,HIGH,HIGH,-,LOW,N/A,Benchy,4.4,N/A,4.0,4.4,4.3,6.8,-,4.2
Boomstarter.Network,BC,N/A,N/A,N/A,20000000 USD,3000000 USD,3480368 USD,N/A,300000000,N/A,-,-,-,-,-,N/A,Benchy,4.1,N/A,3.9,3.8,3.9,9.1,-,3.9
Color ICO,COL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.9,9.0,4.6,N/A
Bitnation,,Ethereum,ERC20,Switzerland,30000000 USD,N/A,1339855 USD,2750000000,2750000000,19%,MEDIUM,HIGH,HIGH,-,LOW,9,Benchy,4.5,9,4.0,4.4,-,-,-,3.9
MeetnGreetMe,WEL,Ethereum,ERC20,Estonia,8800 ETH,N/A,250000 USD,N/A,N/A,100%,VERY HIGH,LOW,LOW,-,-,8,Benchy,4.4,10,3.7,4.0,4.0,8.8,4.3,4.0
DISCIPLINA Project by TeachMePlease ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,LOW,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
ITOB ICO,ITEX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.1,N/A,4.3,N/A
SONDER,SNR,N/A,N/A,N/A,6000000 USD,N/A,6000000 USD,N/A,600000000,95%,HIGH,LOW,LOW,-,-,N/A,Benchy,2.9,N/A,2.6,3.2,-,-,-,3.0
Shopiblock,SHB,Ethereum,ERC20,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,LOW,VERY HIGH,VERY HIGH,-,-,10,Benchy,N/A,10,N/A,N/A,3.2,8.6,-,3.2
nOS ICO,NOS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
SURETY.AI,SURE,N/A,N/A,N/A,16200000 USD,5000000 USD,Unknown,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,VERY LOW,N/A,Benchy,4.1,N/A,3.0,3.5,-,-,-,3.1
ETH Travel Token,ETHTT,N/A,N/A,N/A,N/A,N/A,N/A,10000000,1000000,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.3,9.5,-,N/A
Boomstarter.Network,BC,N/A,N/A,N/A,20000000 USD,3000000 USD,3480368 USD,N/A,300000000,N/A,-,-,-,-,-,N/A,Benchy,4.1,N/A,3.9,3.8,3.9,9.1,-,3.9
Color ICO,COL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.9,9.0,4.6,N/A
Bitbon System,BITBON,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5000000000,114%,-,-,-,MEDIUM,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
SocialMedia.Market,,N/A,N/A,N/A,16000 ETH,N/A,84846061394659000000 ETH,N/A,1380000000,57%,VERY HIGH,-,-,-,-,N/A,Benchy,4.2,N/A,4.3,4.6,4.1,7.7,4.8,4.1
SKARA ICO,SKT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,LOW,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,4.0,8.4,3.7,N/A
Ethereum Monero,EXMR,N/A,N/A,N/A,N/A,N/A,N/A,100000000,50000000,60%,-,MEDIUM,MEDIUM,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
CrowdToken,CRTK,Ethereum,ERC20,Ireland,25,000,000 EUR,5,000,000 EUR,N/A,N/A,N/A,N/A,-,VERY HIGH,VERY HIGH,-,LOW,10,Benchy,4.0,9,4.0,4.0,3.8,7.9,4.2,3.8
Countinghouse Fund,CHT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Tripago,TPG,Ethereum,ERC20,United Kingdom,25000 ETH,5000 ETH,7772040 USD,N/A,N/A,100%,LOW,HIGH,HIGH,-,-,10,Benchy,N/A,1,N/A,N/A,3.4,7.3,-,3.4
MCV-CAP,MCV,Ethereum,ERC20,Austria,106600000 USD,3000000 USD,10667263 USD,N/A,N/A,N/A,-,-,-,-,LOW,7,Benchy,N/A,10,N/A,N/A,2.8,7.6,-,2.8
empowr,EMPW,Ethereum,ERC20,Gibraltar,N/A,N/A,Unknown,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,-,10,Benchy,N/A,1,N/A,N/A,-,-,-,3.4
Whyral,WRL,Ethereum,ERC20,Singapore,17642 ETH,4500 ETH,600000 USD,1764200,450000,4%,LOW,VERY LOW,VERY LOW,-,-,10,Benchy,3.8,10,3.6,3.9,3.7,9.6,-,3.7
Impetus One,,N/A,N/A,N/A,N/A,N/A,N/A,2220000,720000,N/A,-,LOW,LOW,-,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,3.7,8.1,-,N/A
Tolar HashNET,TOL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Experty,EXY,N/A,N/A,N/A,9000000 USD,N/A,1491696 USD,N/A,950000000,100%,VERY HIGH,VERY HIGH,VERY HIGH,-,-,N/A,Benchy,4.0,N/A,3.4,3.5,-,-,-,3.6
Signals,SGN,Ethereum,ERC20,Canada,18500000 USD,2000000 USD,2397062 USD,1850000000,200000000,11%,LOW,VERY HIGH,VERY HIGH,-,LOW,8,Benchy,3.8,1,3.4,3.9,-,-,-,3.7
Alt.Estate,,N/A,N/A,N/A,15000000 USD,1000000 USD,4593121 USD,1500000000,1500000000,6%,-,MEDIUM,MEDIUM,-,MEDIUM,N/A,Benchy,4.4,N/A,3.9,4.3,-,-,-,4.1
Legolas Exchange,LGO,N/A,N/A,N/A,1,000 BTC,N/A,18856000350400000000 USD,N/A,200000,175%,VERY HIGH,VERY LOW,VERY LOW,-,-,N/A,Benchy,4.2,N/A,3.2,4.0,-,-,-,3.0
HPQ.IO,HPQ,N/A,N/A,N/A,N/A,N/A,N/A,1400000000,165000000,98%,HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.1,6.3,-,N/A
CargoChain (PreICO),TICS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.4,7.5,-,N/A
RedCab,REDC,Ethereum,ERC20,Egypt,24529 ETH,N/A,2877240 USD,1200000000,1000000000,30%,VERY HIGH,HIGH,HIGH,-,LOW,9,Benchy,4.2,10,4.1,4.0,4.1,9.1,-,4.1
ENDO Protocol,ET,N/A,N/A,N/A,15000000 USD,5000000 USD,5000000 USD,1500000000,500000000,94%,-,-,-,-,-,N/A,Benchy,3.7,N/A,4.0,4.0,N/A,N/A,-,3.8
0xcert Protocol,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,-,VERY HIGH,VERY HIGH,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
EMINENT Token ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,4.0,5.6,-,N/A
CCECOIN,CCE,Ethereum,ERC20,Hong Kong,10000000 USD,3000000 USD,Unknown,1000000000,1000000000,N/A,VERY LOW,VERY LOW,VERY LOW,-,VERY LOW,6,Benchy,N/A,8,N/A,N/A,3.4,7.0,-,3.4
ICO HeadStart,MOAT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2000000000,57%,-,LOW,LOW,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,3.1,8.6,4.6,N/A
Market space,MASP,N/A,N/A,N/A,50000000 USD,15000000 USD,15200000 USD,5000000000,1500000000,30%,VERY HIGH,-,-,-,-,N/A,Benchy,3.7,N/A,4.0,3.7,3.6,8.3,3.8,3.6
AMO,AMO COIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Namahe,NMH,Ethereum,ERC20,Singapore,30000000 USD,4000000 USD,N/A,400000000,3000000000,N/A,-,HIGH,HIGH,-,MEDIUM,9,Benchy,3.3,10,3.0,4.3,3.4,8.8,-,3.4
PayBlok,PBLK,Ethereum,ERC20,UK,5000000 USD,1000000 USD,Unknown,1500000000,500000000,N/A,-,VERY LOW,VERY LOW,-,-,7,Benchy,N/A,9,N/A,N/A,3.4,8.4,-,3.4
HydroMiner H3O Pre-Sale,H3O,N/A,N/A,N/A,N/A,N/A,N/A,N/A,700000000,35%,VERY HIGH,-,-,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Aenco,AEN,N/A,N/A,N/A,60000000 USD,15000000 USD,16456000 USD,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,LOW,N/A,Benchy,4.2,N/A,3.8,3.7,-,-,-,4.2
Maestro,MAE,Ethereum,ERC20,Singapore,62000 ETH,N/A,Unknown,N/A,N/A,N/A,-,LOW,LOW,-,-,7,Benchy,N/A,10,N/A,N/A,3.3,8.1,-,3.3
Digits,DSI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Cache,CHE,N/A,N/A,N/A,16000000 USD,N/A,500000 USD,N/A,N/A,100%,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,3.2,N/A,3.4,4.0,3.7,7.2,-,3.7
GSC Aviation,,N/A,N/A,N/A,9000000 USD,1000000 USD,1322490 USD,5234460000,453200000,0%,-,-,-,-,-,N/A,Benchy,4.6,N/A,4.3,4.7,4.2,8.8,-,4.2
Rateonium,RTC,Ethereum,ERC20,Macedonia,84234 ETH,32000 ETH,Unknown,N/A,N/A,N/A,-,-,-,-,-,7,Benchy,4.8,8,4.4,5.0,4.3,7.2,-,4.3
Tokeneo,TEO,Ethereum,ERC20,Poland,10000000 USD,3000000 USD,505723 USD,300000000,1000000000,N/A,LOW,VERY LOW,VERY LOW,LOW,LOW,8,Benchy,4.2,10,4.5,4.3,4.2,9.3,-,4.2
Winding Tree,LIF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,435000,119%,-,HIGH,HIGH,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Safinus,SAF,Ethereum,ERC20,Russia,6000000 USD,N/A,Unknown,N/A,600000000,N/A,MEDIUM,-,-,-,VERY LOW,8,Benchy,3.6,10,3.8,4.1,3.8,8.4,3.7,3.8
Vanywhere,VANY,QTUM,QRC20,USA,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,MEDIUM,MEDIUM,-,-,8,N/A,N/A,7,N/A,N/A,-,-,-,N/A
Bitschool,BSCH,Ethereum,ERC20,UK,375,000,000,10,000,000,N/A,130000000,4875000000,N/A,LOW,-,-,-,-,10,Benchy,3.7,10,4.4,4.7,3.7,9.6,-,3.7
PlaceToRent,PTRT,Ethereum,ERC20,USA,30000000 USD,1000000 USD,Unknown,100000000,3000000000,N/A,-,-,-,-,-,8,Benchy,3.6,10,2.8,3.2,3.4,8.6,-,3.4
TOGACOIN,TGA,Ethereum,ERC20,UK,120,000,000,500000 USD,305120 USD,12000000000,50000000,60%,-,LOW,LOW,-,LOW,10,Benchy,N/A,10,N/A,N/A,2.9,8.6,-,2.9
LeoPays | Social Business Network,,N/A,N/A,N/A,N/A,N/A,N/A,20000000,200000000,4%,-,VERY LOW,VERY LOW,LOW,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.2,7.9,-,N/A
TWEX Tag World Exchange,TWEX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.2,6.1,4.7,N/A
FarmaTrust,FTT,N/A,N/A,N/A,20250000 USD,7000000 USD,N/A,N/A,N/A,100%,VERY HIGH,MEDIUM,MEDIUM,-,LOW,N/A,Benchy,4.6,N/A,4.4,4.5,-,-,-,4.3
BitCar,BITCAR,Ethereum,ERC20,Singapore,22000000 USD,5000000 USD,9230000 USD,2200000000,2200000000,41%,-,-,-,-,-,8,Benchy,4.2,1,4.0,3.6,-,-,-,3.5
aigcoin ICO,AIGC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2500000000,N/A,-,MEDIUM,MEDIUM,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.0,9.0,-,N/A
Capital Technologies & Research,CALL & CALLG,N/A,N/A,N/A,N/A,N/A,N/A,2577540000,2577540000,29%,VERY HIGH,-,-,LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
TWEX Tag World Exchange,TWEX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.2,6.1,4.7,N/A
FarmaTrust,FTT,N/A,N/A,N/A,20250000 USD,7000000 USD,N/A,N/A,N/A,100%,VERY HIGH,MEDIUM,MEDIUM,-,LOW,N/A,Benchy,4.6,N/A,4.4,4.5,-,-,-,4.3
BitCar,BITCAR,Ethereum,ERC20,Singapore,22000000 USD,5000000 USD,9230000 USD,2200000000,2200000000,41%,-,-,-,-,-,8,Benchy,4.2,1,4.0,3.6,-,-,-,3.5
aigcoin ICO,AIGC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2500000000,N/A,-,MEDIUM,MEDIUM,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.0,9.0,-,N/A
Capital Technologies & Research,CALL & CALLG,N/A,N/A,N/A,N/A,N/A,N/A,2577540000,2577540000,29%,VERY HIGH,-,-,LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
LAND LAYBY,HRBE,N/A,N/A,N/A,350000000 USD,N/A,N/A,N/A,N/A,N/A,-,-,-,VERY LOW,-,N/A,Benchy,N/A,N/A,N/A,N/A,3.0,8.6,-,3.0
The Bee Token,BEE,N/A,N/A,N/A,15000000 USD,5000000 USD,15000000 USD,N/A,500000000,300%,HIGH,-,-,-,-,N/A,Benchy,4.1,N/A,3.4,3.6,-,-,-,3.6
IZX Token,IZX,N/A,N/A,N/A,N/A,N/A,N/A,2500000000,500000000,0%,VERY HIGH,HIGH,HIGH,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Solidified,SOLID,Ethereum,ERC20,Gibraltar,36000 ETH,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,6,Benchy,4.7,9,4.7,4.0,4.0,7.2,3.6,4.2
Restart Energy Democracy ICO,MWAT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4000000000,100%,VERY HIGH,HIGH,HIGH,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Saifu,SFU,Ethereum,ERC20,Czech Republic,49000000 USD,10000000 USD,13593423 USD,1000000000,4900000000,26%,HIGH,VERY HIGH,VERY HIGH,-,LOW,9,Benchy,3.6,10,3.6,3.6,-,-,-,3.2
Sportsfix,SFT,Ethereum,ERC20,Singapore,14000000 USD,2000000 USD,2000000 USD,N/A,230000000,100%,-,-,-,-,MEDIUM,10,Benchy,4.0,10,3.4,3.5,-,-,-,3.7
Crystal Token,CYL,N/A,N/A,N/A,N/A,N/A,N/A,500000000,800000000,2%,-,MEDIUM,MEDIUM,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
V-ID,VIDT,N/A,N/A,N/A,8000000 USD,1000000 USD,3400000 USD,800000000,100000000,N/A,-,-,-,-,MEDIUM,N/A,Benchy,4.4,N/A,4.0,4.6,-,-,-,4.2
GATCOIN,GAT,N/A,N/A,N/A,14500000 USD,N/A,14500000 USD,3587037000,2000000000,72%,VERY HIGH,MEDIUM,MEDIUM,-,LOW,N/A,Benchy,4.0,N/A,4.0,4.3,-,-,-,3.5
Scorum,SCR,N/A,N/A,N/A,17000000 USD,N/A,5630000 USD,N/A,N/A,100%,VERY HIGH,HIGH,HIGH,-,MEDIUM,N/A,Benchy,4.2,N/A,3.7,4.2,-,-,-,3.9
REALCASINO,CHIP,Ethereum,ERC20,Malta,30000 ETH,2500000 USD,N/A,N/A,N/A,N/A,VERY HIGH,LOW,LOW,-,VERY LOW,8,Benchy,4.0,9,5.0,4.0,2.6,8.1,4.1,2.6
BeEasy,,Ethereum,ERC20,Cyprus,3,200 BTC,N/A,3969129 USD,N/A,320000,1%,VERY HIGH,VERY LOW,VERY LOW,-,-,5,Benchy,3.8,10,3.8,4.1,3.6,7.4,4.1,3.6
Tracoin,TCN,N/A,N/A,N/A,12000000 USD,5000000 USD,Unknown,N/A,N/A,N/A,VERY HIGH,MEDIUM,MEDIUM,-,-,N/A,Benchy,5.0,N/A,4.2,4.5,4.1,5.8,2.4,4.1
XchangeRate,,Ethereum,ERC20,Victoria, Seychelles,18000 ETH,2000 ETH,10629000 USD,N/A,N/A,N/A,VERY HIGH,-,-,-,-,8,Benchy,4.1,9,4.3,4.8,-,-,-,4.1
Coinnup,CU,Ethereum,ERC20,Australia,32000000 USD,21000000 USD,Unknown,200000000,1279818700,N/A,-,MEDIUM,MEDIUM,-,LOW,10,Benchy,2.0,10,2.0,3.0,2.8,8.8,2.3,2.8
AutoBay,ABX,Ethereum,ERC20,Argentina,9000000 USD,1000000 USD,Unknown,N/A,N/A,N/A,LOW,-,-,-,-,10,Benchy,3.4,10,3.6,3.5,3.6,9.6,-,3.6
Swachhcoin,SCX,Ethereum,ERC20,India,15000000 USD,5000000 USD,11000000 USD,1800000000,500000000,55%,HIGH,VERY HIGH,VERY HIGH,-,-,10,Benchy,4.4,10,3.8,4.0,-,-,-,4.0
Gold Mining Asset,GMA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,4.2,8.1,-,N/A
Bamboo ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.9,7.4,-,N/A
OPTin Ad Platform,OPTIN,N/A,N/A,N/A,N/A,N/A,N/A,1000000000,1000000000,N/A,-,VERY HIGH,VERY HIGH,VERY HIGH,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
DAEX,,Ethereum,ERC20,China,10000 ETH,7000 ETH,1037304 USD,N/A,N/A,N/A,-,HIGH,HIGH,-,LOW,9,Benchy,5.0,4,5.0,5.0,-,-,-,2.8
Scorum,SCR,N/A,N/A,N/A,17000000 USD,N/A,5630000 USD,N/A,N/A,100%,VERY HIGH,HIGH,HIGH,-,MEDIUM,N/A,Benchy,4.2,N/A,3.7,4.2,-,-,-,3.9
Gold Mining Asset,GMA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,4.2,8.1,-,N/A
Bamboo ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.9,7.4,-,N/A
FRESCO,FRES,Ethereum,ERC20,Switzerland,80000 ETH,15000 ETH,Unknown,N/A,N/A,N/A,VERY LOW,VERY HIGH,VERY HIGH,-,-,10,Benchy,3.5,10,3.5,3.7,3.5,9.1,3.8,3.5
Сoncierge,CGE,N/A,N/A,N/A,N/A,N/A,N/A,1575000000,1181250000,18%,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,4.1,0.8,4.1,N/A
Invox Finance,INVOX,N/A,N/A,N/A,N/A,N/A,N/A,55712451200,6932702100,6%,VERY HIGH,MEDIUM,MEDIUM,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,4.2,7.7,-,N/A
Involve ICO,IQO,N/A,N/A,N/A,N/A,N/A,N/A,610965000,2400000000,29%,VERY HIGH,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.0,8.3,-,N/A
Synth,SNH,N/A,N/A,N/A,5000000 USD,750000 USD,2000000 USD,500000000,75000000,40%,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.8,4.5,-,2.8
Svandis,SVN,Ethereum,ERC20,Iceland,12000000 USD,1000 USD,N/A,N/A,N/A,N/A,LOW,-,-,-,-,6,Benchy,N/A,10,N/A,N/A,3.5,8.1,-,3.5
MFChain,MFX,Ethereum,ERC20,Saint Kitts and Nevis,33000 ETH,2500 ETH,209000 USD,N/A,N/A,N/A,-,-,-,-,-,10,Benchy,5.0,9,5.0,5.0,N/A,N/A,-,3.6
GoodsDigitalPassport,GDP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.3,7.6,-,N/A
Enecuum,ENQ,Ethereum,ERC20,Hong Kong,23870246 USD,5967552 USD,1500000 USD,N/A,N/A,N/A,-,HIGH,HIGH,-,VERY HIGH,8,Benchy,N/A,9,N/A,N/A,3.4,8.7,-,3.0
SUBBIT,SBT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,LOW,LOW,VERY HIGH,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
